iter	MultiClass
0	1.015612395
1	0.950016525
2	0.8857271593
3	0.8283803114
4	0.7783285688
5	0.7309516041
6	0.6893558545
7	0.6511564963
8	0.6168516318
9	0.5839611854
10	0.5549193901
11	0.5243737904
12	0.4976781717
13	0.4731886217
14	0.4509571214
15	0.4306281421
16	0.4100494228
17	0.3907967997
18	0.3729806572
19	0.355145059
20	0.3381463158
21	0.3233175929
22	0.3092799744
23	0.2955253524
24	0.2826628777
25	0.270082903
26	0.258801025
27	0.2489529744
28	0.2387345541
29	0.2295836974
30	0.2211363657
31	0.2125371182
32	0.2047849423
33	0.1972925693
34	0.1900736793
35	0.184008453
36	0.1776551038
37	0.1712542338
38	0.1650112896
39	0.1598476163
40	0.1556387604
41	0.1513250777
42	0.1457669186
43	0.1420324841
44	0.137594124
45	0.1332791888
46	0.1295728395
47	0.1256982018
48	0.1213505548
49	0.1179944934
50	0.1151909641
51	0.1119860433
52	0.1088666838
53	0.1058836923
54	0.1026575758
55	0.100010552
56	0.09742871643
57	0.09494781504
58	0.09295697597
59	0.09035248098
60	0.08804568151
61	0.08575807746
62	0.0838977374
63	0.08170299661
64	0.07962069113
65	0.07765058267
66	0.07563173684
67	0.07381528454
68	0.07222782927
69	0.07084820883
70	0.06949552595
71	0.06762215469
72	0.06602003619
73	0.06482248607
74	0.06355499265
75	0.06236508504
76	0.06113751937
77	0.06003011322
78	0.05905220196
79	0.0577707068
80	0.05665969059
81	0.05559092122
82	0.0542990862
83	0.05346375897
84	0.05236580494
85	0.05160317966
86	0.05078137543
87	0.04983452468
88	0.04893450122
89	0.04809518756
90	0.04758006011
91	0.04690370496
92	0.04635243914
93	0.04577287738
94	0.04523857484
95	0.04454667534
96	0.04401647551
97	0.04366083219
98	0.04311260242
99	0.04255986948
100	0.04198578571
101	0.04153348763
102	0.04109798559
103	0.04056551564
104	0.04042882871
105	0.03995588109
106	0.039438953
107	0.03915325653
108	0.03871733732
109	0.03823568837
110	0.03796559246
111	0.03759591491
112	0.03724576013
113	0.03667470482
114	0.03607188539
115	0.03582342374
116	0.03556941591
117	0.03522037506
118	0.03489599892
119	0.03440171865
120	0.03405592402
121	0.03369183643
122	0.03335030526
123	0.03302547476
124	0.03272335724
125	0.03236423835
126	0.03215673926
127	0.03175985853
128	0.03140104403
129	0.03105853355
130	0.03070809763
131	0.03051476277
132	0.03024076151
133	0.0300202269
134	0.02974217799
135	0.02956655306
136	0.0293943023
137	0.02899942673
138	0.02881136714
139	0.02859094889
140	0.02849257211
141	0.02823237597
142	0.02795584204
143	0.0278216752
144	0.02769788331
145	0.02746797299
146	0.02731016698
147	0.02716441677
148	0.02683823847
149	0.02668737043
150	0.02639968252
151	0.02625753163
152	0.02609115846
153	0.02582170546
154	0.02560643061
155	0.02533015034
156	0.02512336265
157	0.02510428481
158	0.02488170545
159	0.02484167867
160	0.02472427757
161	0.02459249206
162	0.02444845921
163	0.02434499369
164	0.02421406009
165	0.02407869095
166	0.02383648724
167	0.02363392245
168	0.02353594629
169	0.02348501208
170	0.02326600523
171	0.02306575545
172	0.0228436176
173	0.02273942081
174	0.02262230015
175	0.0225478497
176	0.02249556399
177	0.02234549636
178	0.02215007831
179	0.02184773202
180	0.02166773267
181	0.02147713093
182	0.02123110984
183	0.0210743799
184	0.0209620061
185	0.02074670845
186	0.0205816283
187	0.02044121843
188	0.0203620972
189	0.02029551003
190	0.02010524851
191	0.02002751369
192	0.019931139
193	0.01973760261
194	0.01966185966
195	0.01953679073
196	0.01944531647
197	0.01929314563
198	0.01919362188
199	0.01896751837
200	0.01890421094
201	0.01877653921
202	0.01868943214
203	0.01859995498
204	0.01845052276
205	0.01828951394
206	0.01817461236
207	0.01809991345
208	0.01805237211
209	0.01785428249
210	0.01778647852
211	0.01763738214
212	0.01758658043
213	0.01750181268
214	0.01744327809
215	0.01737933163
216	0.01725189616
217	0.01709616823
218	0.01698355492
219	0.01688578616
220	0.01676958234
221	0.01671107642
222	0.01658131465
223	0.01639395991
224	0.01629559409
225	0.01625078717
226	0.01620227731
227	0.01615704278
228	0.0160731816
229	0.01594180324
230	0.01582429778
231	0.01579308751
232	0.01566721729
233	0.01557606756
234	0.0155037034
235	0.015466257
236	0.01535957362
237	0.01526902044
238	0.01521632367
239	0.01506794966
240	0.01496144507
241	0.01485930016
242	0.01474795587
243	0.01465382377
244	0.01453380865
245	0.01441543307
246	0.01431720941
247	0.01420123022
248	0.01409961237
249	0.01406751136
250	0.01403037603
251	0.01399050353
252	0.01392472816
253	0.01385550931
254	0.01381410825
255	0.0137156102
256	0.01365052138
257	0.01359129442
258	0.0135505791
259	0.01346828281
260	0.01341970479
261	0.01338556888
262	0.01332438763
263	0.01322216701
264	0.01318411847
265	0.013146316
266	0.01305808094
267	0.01299248609
268	0.01294438848
269	0.01287348187
270	0.01283417072
271	0.01281594303
272	0.01279287802
273	0.01272559145
274	0.01264285193
275	0.01256340201
276	0.01253898501
277	0.01251314946
278	0.01243924422
279	0.01237255521
280	0.01234247587
281	0.01231274806
282	0.01226750315
283	0.01223806964
284	0.01219544204
285	0.01218027822
286	0.01209073784
287	0.01202746741
288	0.01194936984
289	0.01192276361
290	0.01186792461
291	0.01180578672
292	0.01174741832
293	0.01166839913
294	0.01164347175
295	0.01161690761
296	0.0115430046
297	0.01151761259
298	0.01145440683
